Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"19/01/2012","26 Hollands Avenue, Kildare Road, Athy","Kildare","","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","5 Castle Park Avenue, Dunboyne Road, Maynooth","Kildare","","€334,802.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2012","82 Aylmer Park, Naas","Kildare","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","Longwood House, Bishopsland, Ballymore Eustace","Kildare","","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2012","Loughbrown, The Curragh","Kildare","","€17,857.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2012","Lewistown, Newbridge","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","'AVONDALE', MORRISTOWNBILLER, NEWBRIDGE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","52 The Great Southern, Newbridge","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2012","Croneybyrne, Dunshane","Kildare","","€80,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"24/01/2012","3 Straffan Gate, Straffan","Kildare","","€445,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"25/01/2012","14, Dooley's Terrace, Athy","Kildare","","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2012","1636, Ballyroe, Athy","Kildare","","€49,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/01/2012","7  Shackelton Village, Moone","Kildare","","€120,000.00","No","No","New Dwelling house /Apartment","greater than 125 sq metres"
"25/01/2012","7 Cnoc Na Greine Park, Kilcullen","Kildare","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2012","No. 8 Castlepark Avenue, Castlepark  Dunboyne Road, Maynooth","Kildare","","€334,802.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"26/01/2012","2 Walshedtown Abbey, Newbridge, Co. Kildare","Kildare","","€399,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","27 Pomeroy Park, Rathangan","Kildare","","€150,660.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/01/2012","38 Dunfierth Park, Johnstownbridge","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","5 Sunbury Close, Kilcullen","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2012","Ruanbeg House, Kildare","Kildare","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","2 The Nurseries, Maynooth","Kildare","","€112,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","20 The Crescent, Curragh Grange, Newbridge","Kildare","","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","3 Castlesize Court, Sallins, County Kildare","Kildare","","€192,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2012","3 Manor Court, Maynooth","Kildare","","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","1 CASTLESIZE PARK ROAD, CASTLESIZE, SALLINS","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","3 Willow Close, Primrose Gate, Celbridge","Kildare","","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2012","48 the Glebe, Johnstownbride, Enfield","Kildare","","€243,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2012","20 Abbey Court, Abbey Farm, Celbridge","Kildare","","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2012","The Gables, Prosperous Road, Clane","Kildare","","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2012","45 Ryebridge Rise, Kilcock","Kildare","","€189,427.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"01/02/2012","78 CRODAUN FOREST PARK, CELBRIDGE","Kildare","","€206,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2012","Apartment 3 Sycamore Springs, Sallins Road, Naas Road","Kildare","","€60,445.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/02/2012","65 College Green, Maynooth","Kildare","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2012","Lands at Nurney, Kildare","Kildare","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2012","2 Maple Lawns, Oldtown Demesne, Sallins Road  Naas","Kildare","","€341,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2012","27 McDonnell Drive, Athy","Kildare","","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2012","63 Moorfield Park, Newbridge","Kildare","","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2012","32 Ferns Way, Ferns Bridge, Monasterevin","Kildare","","€135,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2012","41 Kilmalum Avenue, Blessington Manor, Kilmalum","Kildare","","€236,916.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"08/02/2012","ROSETOWN, KILCOCK","Kildare","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2012","No. 24  Moore Avenue, Newbridge","Kildare","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","105 Ryevale Lawns, Leixlip","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","126 Sallins Bridge, Sallins","Kildare","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","25 Woodstock Street, Athy","Kildare","","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","298 Morrell Grove, Naas","Kildare","","€203,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","3 Ruanbeg Drive, Ruanbeg Manor, Kildare Town","Kildare","","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2012","94 The PArk, Sallins Road, Naas","Kildare","","€142,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2012","10 The Crescent, Temple Manor, Celbridge","Kildare","","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2012","14 Dun Na Ri, Athy","Kildare","","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2012","Dawson Court, Rathangan","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2012","20 Meadow Court, Clane, Co. Kildare","Kildare","","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","1 Forge Hill, Athgarvan","Kildare","","€300,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"15/02/2012","Abbeyside, Pigeon Lane, Kildare Town","Kildare","","€157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2012","CLONCURREY, ENFIELD","Kildare","","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","138 PRIORY SQUARE, ST RAPHAELS MANOR, CELBRIDGE","Kildare","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","44 Cherrywood Castletown, Celbridge","Kildare","","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","92 Glebelands, Athy","Kildare","","€30,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2012","Cloneygath, Monasterevin","Kildare","","€127,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2012","Shonamae House, Castlekealy, Naas","Kildare","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","41 Greenmount Park, Newbridge","Kildare","","€179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","5 Gallows Hill Court, Kildare Road, Athy","Kildare","","€200,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/02/2012","5 The Willows, Allenwood, Naas","Kildare","","€220,264.32","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/02/2012","70 The Walk, Moyglare Hall, Maynooth","Kildare","","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2012","Timahoe East, Donadea, Naas","Kildare","","€215,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2012","4 ABBEY PARK GROVE, CLANE, COUNTY KILDARE","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2012","51 The Park, Oldtown Mill, Celbridge","Kildare","","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2012","9 The Burrows, Cloneyboro, Carlow Road  Athy","Kildare","","€104,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2012","25 Sli Bhearu, Cois Bhearu, Athy","Kildare","","€113,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/02/2012","moyvalley house, moyvalley","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","1 Brookcourt, Naas","Kildare","","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","4 Gleann Na Riogh Court, Naas","Kildare","","€277,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2012","4 Sunnyside Lawns, Dun Brinn, Athy","Kildare","","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","109 Loughminane Green, Kildare Town","Kildare","","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","17 Ballygoran Court, Celbridge","Kildare","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","4 Hawthorn Drive, Olg grange, Monasterevin","Kildare","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","60HAZELMERE, NAAS","Kildare","","€101,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","8 Woodside, Leixlip","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2012","Scarlettstown, Milltown, Newbridge","Kildare","","€214,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2012","13 The Glade, Oldtown Mill, Cellbridge","Kildare","","€241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2012","24 Great Southern, Newbridge","Kildare","","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2012","47 THE GLADE, OLDTOWN MILL, CELBRIDGE","Kildare","","€202,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/02/2012","1 The Willows, Old Grange Wood, Monasterevin","Kildare","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/02/2012","16 The Plains, Kildare Town","Kildare","","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/02/2012","17 Distillery Court, Drogheda Row, Monasterevin","Kildare","","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/02/2012","52 The Paddocks, Celebridge","Kildare","","€70,365.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/02/2012","72 Cluain Aoibhinn, Craddockstown, Naas","Kildare","","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2012","3 Rinawade Downs, Leixlip, Co. Kildare","Kildare","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/03/2012","6 castle park avenue, castelpark, dunboyne road  maynooth","Kildare","","€380,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/03/2012","123 Sallins Bridge, Sallins","Kildare","","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","19 Ashgrove Drive, Naas, County Kildare","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","26 Alder Grove, Oldtown Demesne, Sallins Road  Naas","Kildare","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","35  Cluain Aoibhinn, Craddockstown, Naas","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","42 Hillcrest, Kilcullen","Kildare","","€127,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","51 Priory Square, St Raphael's Manor, Celbridge","Kildare","","€101,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2012","6 Monread Heights, Naas","Kildare","","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2012","6  The Drive, Cnoc na Greine, Kilcullen","Kildare","","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2012","176 Dublin Road, Celbridge","Kildare","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","1591 St Evins Park, Monasterevin","Kildare","","€49,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","30 Sli na Riogh, Kilcullen Road, Naas","Kildare","","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/03/2012","8 Rockfield Green, Maynooth","Kildare","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/03/2012","14 Kilbelin View, Newbridge","Kildare","","€110,132.15","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/03/2012","21 The Park, Moyglare Hall  Moyglare Road, Maynooth","Kildare","","€289,757.71","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"09/03/2012","11 The Park, Louisa Valley, Leixlip","Kildare","","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","15 Leinster Cottages, Maynooth","Kildare","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","18 The Maples, Moorfield Road, Newbridge","Kildare","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","2 Rye River Court, Leixlip, County Kildare","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","46 Broadfield View, Naas","Kildare","","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","61 Church Road, Celbridge, County Kildare","Kildare","","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","Apt. 1 D Roseville Court, Newbridge","Kildare","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2012","Apt. No. 4  Eyre Mews, Eyre Street, Newbridge","Kildare","","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/03/2012","12 The Willows, Allenwood, Naas","Kildare","","€154,185.01","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"13/03/2012","15 Fairgreen Court, Kilcock","Kildare","","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/03/2012","Killinagh Lower, Carbury","Kildare","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/03/2012","11 The Crescent, Johnstown Manor, Johnstown  Naas","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/03/2012","199 Knockaphuca, Castledermot","Kildare","","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","17 Woodstock Street, Athy","Kildare","","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","253 Crodaun Park, Celbridge","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","3 Leinster Cottages, Maynooth","Kildare","","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2012","57 The Park, Oldtown Mill, Celbridge","Kildare","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/03/2012","33 Thornhill Gardens, Celbridge","Kildare","","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/03/2012","No. 1  The Moorings, Robertstown, Naas","Kildare","","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/03/2012","17 Beatty Park, Celbridge","Kildare","","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/03/2012","Skirteen, Monasterevin","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","1a Church Court, Craddockstown, Naas","Kildare","","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","48 Hillview, Clane","Kildare","","€112,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","72 HILL CREST, KILCULLEN","Kildare","","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","80 Ballymany Manor, Newbridge, Kildare","Kildare","","€161,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2012","9  The Arches, Silken Vale, Maynooth","Kildare","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2012","102 Crodaun Forest Park, Celbridge","Kildare","","€242,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2012","115 Sallins Bridge, Sallins","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2012","19 Willow Park, Primrose Gate, Celbridge","Kildare","","€185,150.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/03/2012","3 Castle Village Walk, Celbridge","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/03/2012","4 Moyglare Court, Maynooth","Kildare","","€132,158.59","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/03/2012","51 Rockfield Court, Maynooth","Kildare","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","14 Carrig Glen, Calverstown","Kildare","","€237,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","16 STANDHOUSE ROAD, MOOREFIELD, NEWBRIDGE","Kildare","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","411 Morrell Close, Naas","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","50 Hillcrest, Kilcullen","Kildare","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2012","81 Hartwell Green, Kill, County Kildare","Kildare","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2012","4 Castlepark Avenue, Castlepark, Maynooth","Kildare","","€346,696.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/04/2012","15 Rochford Park, Kilcock","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","29 Rinawade Lawns, Leixlip","Kildare","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","747 Greenfield, Maynooth","Kildare","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2012","78A Monread Heights, Naas","Kildare","","€63,250.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","3 The Fort, Castlefield, Athy","Kildare","","€37,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","32 Block 1, Embassy Manor, Kill","Kildare","","€82,819.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/04/2012","42  The Park, Ruanbeg Manor, Kildare","Kildare","","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","Brownstown, Athy","Kildare","","€26,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/04/2012","Brownstown, Athy","Kildare","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2012","451 Ballinakill, Carbury","Kildare","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/04/2012","Derrinturn, Carbury","Kildare","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2012","10 MAPLE WALK, OLDTOWN DEMESNE, NAAS","Kildare","","€347,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/04/2012","44 Morell Drive, Naas","Kildare","","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/04/2012","43  The Lawn, Oldtown Mill, Celbridge","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/04/2012","9 Abbotts Wood, Kildangan","Kildare","","€162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/04/2012","Bodenstown, Sallins","Kildare","","€251,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/04/2012","16 The Walled Garden, Castletown, Celbridge","Kildare","","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","1671 WILLIAM PEARSE TERRACE, CASTLEDERMOT, CO KILDARE","Kildare","","€38,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","4 Academy Court, Kildare Town","Kildare","","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","78 Coill Dubh, Naas","Kildare","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2012","9 Windmill Grove, Dreenane Cross","Kildare","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/04/2012","61 Monread Heights, Naas, Co Kildare","Kildare","","€63,487.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/04/2012","12 Beechmount Court, Newbridge","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/04/2012","21 Jigginstown Green, Naas","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/04/2012","29 Sarto Road, Naas","Kildare","","€41,600.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/04/2012","Hillsborough, Newbridge","Kildare","","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","11 Castlepark Avenue, Maynooth","Kildare","","€251,100.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/04/2012","16 Ashgrove Crescent, Naas","Kildare","","€167,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","17 Hillcrest, Ballymore Eustace, Co Kildare","Kildare","","€148,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","28 Vanessa Lawns, Celbridge","Kildare","","€157,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","32 Kilbelin Abbey, Newbridge","Kildare","","€224,671.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"20/04/2012","83 Monread Heights, Naas","Kildare","","€127,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2012","Barroughstown, Celbridge Road, Maynooth","Kildare","","€127,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/04/2012","Rathtoole, Moone","Kildare","","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/04/2012","22 Killashee View, Naas, Clo Kildare","Kildare","","€322,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/04/2012","33 The Courtyard, St Raphael's Manor, Celbridge","Kildare","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/04/2012","4 The Court, Ban Na Greinne, Craddockstown","Kildare","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/04/2012","44 Embassy Manor, Kill","Kildare","","€98,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/04/2012","10  Barton Grange, Straffan","Kildare","","€554,626.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"25/04/2012","13 Curragh Plains, Melitta Road, Kildare Town","Kildare","","€112,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/04/2012","56 Kingsgrove, Athy","Kildare","","€69,000.00","No","No","Second-Hand Dwelling house /Apartment",""
