Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"10/01/2018","18 BROOKES MILL, PROSPEROUS, KILDARE","Kildare","","€224,669.60","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/01/2018","208 CASTLETOWN ESTATE, LEIXLIP, KILDARE","Kildare","","€440,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2018","34 THE DRIVE, EARLS COURT, KILL","Kildare","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2018","37 WOODLANDS PARK, COILL DUBH, NAAS","Kildare","","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2018","38 THE CRESCENT, LOUGHBOLLARD, CLANE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2018","526 CURRAGH RD, KILDARE, KILDARE","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/01/2018","ALLENWORTH NORTH, NAAS, CO KILDARE","Kildare","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2018","27 GERALDINE HOUSE, LYREEN MANOR, MAYNOOTH","Kildare","","€243,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2018","3 CANAL SIDE, ATHY, KILDARE","Kildare","","€43,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2018","4 ARD EVAN RISE, MONASTEREVIN, KILDARE","Kildare","","€156,283.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2018","76 CEDAR PARK, LEIXLIP, KILDARE","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2018","DUBLIN RD, MAYNOOTH, KILDARE","Kildare","","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","10 Morristown Green, The Paddocks, Station Road","Kildare","","€289,868.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/01/2018","105 Woodlawn, Allenwood, Naas","Kildare","","€193,832.60","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/01/2018","12 BALLYSHANNON MANOR, DERRINTUAN, KILDARE","Kildare","","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","13 The Elms, Old Grange Wood, Monasterevin","Kildare","","€229,405.28","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/01/2018","1638 PARIC MHUIRE, NEWBRIDGE, KILDARE","Kildare","","€211,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","25 ACADEMY COURT, ACADEMY ST, KILDARE","Kildare","","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","3 THE COURTYARD LIFFEY VIEW APTS, MAIN ST, LEIXLIP","Kildare","","€162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","38 CLONMULLION, ATHY, COUNTY KILDARE","Kildare","","€33,333.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","49 LANDEN PARK, OLDTOWN DEMESNE, NAAS","Kildare","","€393,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","5 ROCHFORD WALK, BAKERS WALK, KILCOCK","Kildare","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2018","KILMURRY, CLANE, KILDARE","Kildare","","€407,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2018","11 MEADOWBROOK CLOSE, MAYNOOTH, KILDARE","Kildare","","€309,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2018","4 SALLINS PIER, SALLINS, KILDARE","Kildare","","€249,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2018","42 MEADOWBROOK AVE, MAYNOOTH, KILDARE","Kildare","","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2018","67 EMBASSY MANOR KILL, KILDARE","Kildare","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2018","7 LERR AVE, CASTLEDERMOT, KILDARE","Kildare","","€257,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2018","97 THE MEADOWS, CORNELSCOURT, NEWBRIDGE","Kildare","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2018","HAREFIELD, CRADDOCKSTOWN RD, NAAS","Kildare","","€625,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","141 KINGSBRY, MAYNOOTH, KILDARE","Kildare","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","17 COOLAGHKNOCK GARDENS, THE PLAINS, KILDARE","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","17 HOLLANDS PARK, RHEBAN MANOR, ATHY","Kildare","","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","23 HOPKINS HAVEN, MONASTRAVIN, KILDARE","Kildare","","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","69 BEATTY PARK, CELBRIDGE, KILDARE","Kildare","","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","75 CARRAIG OSCAIR, NAAS, KILDARE","Kildare","","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","CLONCURRY, RATHANGAN, CO KILDARE","Kildare","","€322,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2018","RATHMORE, NAAS, KILDARE","Kildare","","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2018","40 MARINA COURT, ATHY, KILDARE","Kildare","","€84,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2018","APT 10 BLOCK 3, COIS ABHAINN, SALLINS RD","Kildare","","€174,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2018","APT 7 BLOCK 1, COIS ABHAINN, SALLINS RD","Kildare","","€170,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2018","MAPLE LODGE, RATHMORE, NAAS","Kildare","","€502,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2018","10 KILLADOON PARK, CLANE RD, CELBRIDGE","Kildare","","€580,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2018","11 OLDTOWN DEMESNE, SALLINS  ROAD, NAAS","Kildare","","€375,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"18/01/2018","1595 PAIRC MHUIRE, NEWBRIDGE, KILDARE","Kildare","","€237,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2018","30 Kilheale Drive, Kilheale Manor, Kill","Kildare","","€277,533.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2018","74 THE LAWN, OLDTOWN MILL, CELBRIDGE","Kildare","","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2018","GROUSE LODGE, BARRETSTOWN, NEWBRIDGE","Kildare","","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","122 DARA COURT, CELBRIDGE, KILDARE","Kildare","","€273,903.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","21 KANES PASS, COOLERAGH, NAAS","Kildare","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","32 DUNFIERTH PARK, JOHNSTOWNBRIDGE, CO KILDARE","Kildare","","€249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","4 Morristown Way, The Paddocks, Station Road","Kildare","","€237,004.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2018","4 Mossbrook, Prosperous, Co Kildare","Kildare","","€281,938.32","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/01/2018","57 HOPKINS HAVEN, MONASTEREVIN, KILDARE","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","64 BROADFIELD VIEW, NAAS, KILDARE","Kildare","","€489,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","73 MILLBRIDGE WAY, MILL LANE, NAAS","Kildare","","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","8 RIVERSIDE PARK, NEWBRIDGE, KILDARE","Kildare","","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","9 KILL, MONASTEREVIN, CO KILDARE","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","93 BEATTY GROVE, CELBRIDGE, KILDARE","Kildare","","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","ROSTIGUE, CLONDOWN, MONASTEREVIN","Kildare","","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","12 WENTWORTH PLACE, JIGGINSTOWN, NAAS","Kildare","","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","19 PRESTON HEIGHTS, KILMEAGUE, NAAS","Kildare","","€187,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","2 OLIVER PLUNKETT ROAD, BALLYMORE EUSTACE, CO KILDARE","Kildare","","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","2689 DARA PARK, NEWBRIDGE, KILDARE","Kildare","","€70,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","37 CONEY MEADOWS, CONEYBORO, ATHY","Kildare","","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","37 GINGERSTOWN PARK, CARAGH, NAAS","Kildare","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","50 CORRAN ARD, KILKENNY RD, ATHY","Kildare","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","138 ROYAL MEADOWS, KILCOCK, KILDARE","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","18 CARDINGTON COURT, ATHY, KILDARE","Kildare","","€140,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","2 Limetree Hall, Dublin Road, Maynooth","Kildare","","€365,638.76","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/01/2018","28 ARDREW COURT, ATHY, CO. KILDARE","Kildare","","€55,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","2B LEINSTER PARK, MAYNOOTH, KILDARE","Kildare","","€640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","642 ROSETOWN, ATHY, KILDARE","Kildare","","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","7 Mossbank, Prosperous","Kildare","","€281,938.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2018","1 The Park, Pipers Hill, Killashee","Kildare","","€418,503.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2018","1221 CAMPION CRESCENT, KILDARE, KILDARE","Kildare","","€101,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","141 LOUISA PARK, STATION RD, LEIXLIP","Kildare","","€160,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2018","24 TANNERY RD, TANNERY WHARF, RATHANGAN","Kildare","","€235,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","29 CARAGH MEADOWS, NAAS, KILDARE","Kildare","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","32 ANDREW FIELD, ATHY, COUNTY KILDARE","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","4 Brownstown Manor, Brownstown, The Curragh","Kildare","","€271,365.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2018","40 Aughamore, Kilcock Road, Clane","Kildare","","€295,154.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2018","46 Carton Wood, Dublin Road, Maynooth","Kildare","","€365,639.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"24/01/2018","6 MILLRACE, MAIN ST, KILCULLEN","Kildare","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","72 HILL CREST, KILCULLEN, KILDARE","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","ROSE COTTAGE, NEWTOWN, KILDARE TOWN","Kildare","","€110,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","11 PRESTONS GATE, OFFALY ST, ATHY","Kildare","","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","122 BEATTY PARK, CELBRIDGE, CO KILDARE","Kildare","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","2 Whitethorn Park, Allenwood, Naas","Kildare","","€228,634.36","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/01/2018","20 Ferns Green, Ferns Bridge, Monasterevin","Kildare","","€162,070.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/01/2018","22 HENRY ST, NEWBRIDGE, KILDARE","Kildare","","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","7 MC GEE TERRACE, KILDARE TOWN, KILDARE","Kildare","","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","8 Morristown Green, The Paddocks, Station Road","Kildare","","€242,290.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"25/01/2018","96 ridgewood manor, melitta road, kildare","Kildare","","€277,532.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"26/01/2018","11B THE OSPREY, GARDEN APTS, DEVOY QUARTER","Kildare","","€199,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","15 ALDERGROVE, NAAS, CO KILDARE","Kildare","","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","17 RATHBRIDE ABBEY, KILDARE, KILDARE","Kildare","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","2 WATEREDGE, DENENSE, NAAS","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","27 ABBEY PARK, CLANE, KILDARE","Kildare","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","28 Stoneleigh, Craddockstown, Naas","Kildare","","€299,559.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/01/2018","28 TANNERY RD, THE TANNERY, MULLANTINE","Kildare","","€240,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","31 ALDERGROVE, NAAS, CO KILDARE","Kildare","","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","33 ALDERGROVE, NAAS, CO KILDARE","Kildare","","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","34 ALDER GROVE, NAAS, KILDARE","Kildare","","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","36 THE COURTYARD, ST RAPHAELS MANOR, CELBRIDGE","Kildare","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","40 ALDERGROVE, NAAS, KILDARE","Kildare","","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","41 ALDERGROVE, NAAS, CO KILDARE","Kildare","","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","438 COURTOWN RD, KILCOCK, KILDARE","Kildare","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","46 POMEROY PARK, RATHANGAN, KILDARE","Kildare","","€175,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","51 JIGGINSTOWN PARK, NAAS, KILDARE","Kildare","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","54 ALDERGROVE, OLDTOWN DEMENSE, NAAS","Kildare","","€292,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","57 ALDERGROVE, NAAS, CO KILDARE","Kildare","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","6 LOUGHLINSTOWN RD, CELBRIDGE, KILDARE","Kildare","","€585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","7  Kilheale Drive, Kilheale Manor, Kill","Kildare","","€295,254.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"26/01/2018","7 ALDERGROVE, NAAS, CO KILDARE","Kildare","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","71 STATION HOUSE, THE WATERWAYS, SALLINS","Kildare","","€153,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","94 CORRAN ARD, KILKENNY RD, ATHY","Kildare","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","THE GLEBE, NEWTOWN, RATHANGAN","Kildare","","€252,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","105 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE","Kildare","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","217A MOOREFIELD PARK, NEWBRIDGE, CO KILDARE","Kildare","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","37 SUNNYHILL, CASTLEMARTIN LODGE, KILCULLEN","Kildare","","€257,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","4 THE GREEN, STRAFFAN WOOD, MAYNOOTH","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","46 ST CORBANS PLACE, NAAS, KILDARE","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","7 FRUANBERG GREEN, KILDARE TOWN, KILDARE","Kildare","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","8 STRAFFAN GROVE, STRAFFAN WOOD, MAYNOOTH","Kildare","","€192,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","9 OAKLAWNS, KILMEAGUE, NAAS","Kildare","","€57,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","90 Landen Park, Oldtown Demesne, Naas","Kildare","","€462,600.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","1 JANEVILLE, OFFALY STREET, ATHY","Kildare","","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","301 CASTLETOWN, LEIXLIP, KILDARE","Kildare","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","42 Carton Wood, Maynooth","Kildare","","€378,854.62","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","66 LOUGHMINANE GREEN, GREEN ROAD, KILDARE TOWN","Kildare","","€136,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","80 Aughamore, Clane","Kildare","","€345,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","BLACKTRENCH, NAAS, KILDARE","Kildare","","€233,640.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","Unit 10, Cassidy's Court, Drogheda Row","Kildare","","€217,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","Unit 11, Cassidy's Court, Drogheda Row","Kildare","","€205,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","Unit 12, Cassidy's Court, Drogheda Row","Kildare","","€205,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","Unit 13, Cassidy's Court, Drogheda Row","Kildare","","€217,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","Unit 1, Cassidy's Court, Drogheda Row","Kildare","","€217,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","Unit 2, Cassidy's Court, Drogheda Row","Kildare","","€205,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","Unit 3, Cassidy's Court, Drogheda Row","Kildare","","€217,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/01/2018","14 Oldtown Walk, Oldtown Demesne, Sallins Road","Kildare","","€339,207.05","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/01/2018","16 WHITETHORN PARK, ALLENWOOD, NAAS","Kildare","","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2018","2 TULLY VIEW HOUSE, GREY ABBEY RD, KILDARE","Kildare","","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2018","25 CONEY MEADOWS, CONEYBORO, ATHY","Kildare","","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2018","3170 AVONDALE DR, KILCULLEN, KILDARE","Kildare","","€175,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"31/01/2018","ALBI LODGE, KILKEA, CASTLEDERMOT","Kildare","","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","1 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€195,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","1 RATHASKER COURT, WHITEWATER PLAZA, NEWBRIDGE","Kildare","","€8,261,055.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","10 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","105 EASTON GREEN, LEIXLIP, CO. KILDARE","Kildare","","€132,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","11 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€170,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","12 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€170,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","13 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","14 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","15 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€125,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","17 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€125,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","18 BODKIN PLACE, KILMEAGUE, KILDARE","Kildare","","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
