Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"07/01/2016","No. 18 The Way, Newtown Hall, Maynooth","Kildare","","€308,370.04","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"08/01/2016","16 Straffan Manor, New Road, Straffan","Kildare","","€572,687.22","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"08/01/2016","17 The Rise, Moyglare Hall, Maynooth","Kildare","","€299,558.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"08/01/2016","19 GLEANN NA RIOGH CLOSE, NAAS, KILDARE","Kildare","","€294,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2016","1984 ST BRIDGET'S AVENUE, KILCULLEN, CO KILDARE","Kildare","","€40,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/01/2016","20 Beechgrove, Kildare, County Kildare","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2016","289 CHAMBERS PARK, KILCOCK, KILDARE","Kildare","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2016","29 THE AVENUE, NEWTOWN MANOR, KILL","Kildare","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2016","4 LERR ROAD, ABBEYLANDS, CASTLEDERMOT","Kildare","","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2016","49 Ryedale Lawns, Leixlip","Kildare","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2016","60 Willouise, Sherlockstown Road, Sallins","Kildare","","€277,533.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/01/2016","8 MOANBANE PARK, KILCULLEN, KILDARE","Kildare","","€132,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2016","13 WILLOW AVE, PRIMROSE GATE, CELBRIDGE","Kildare","","€188,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2016","1761 PAIRC MHUIRE, NEWBRIDGE, KILDARE","Kildare","","€52,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2016","20 LAWRENCES AVE, MAYNOOTH, KILDARE","Kildare","","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2016","99 BROOKLANDS, CLANE, KILDARE","Kildare","","€213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2016","FAIRY FLAX, BLESSINGTON RD, NAAS","Kildare","","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2016","119 THE PARK, SALLINS RD, NAAS","Kildare","","€235,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/01/2016","18 THE CLOSE, SALLINS PARK, SALLINS","Kildare","","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2016","1893 MULLACASH, NAAS, CO KILDARE","Kildare","","€199,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2016","22 THE MEADOWS, MORRISTOWNBILLER, CORNELSCOURT","Kildare","","€207,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2016","66 RATHSTEWART CRESCENT, MONASTREVIN RD, ATHY","Kildare","","€103,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2016","10 MANSFIELD GROVE, ATHY, KILDARE","Kildare","","€192,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"13/01/2016","22 MEADOWBROOK LAWNS, MAYNOOTH, KILDARE","Kildare","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2016","3 AYLMER DR, COURTOWN PARK, KILCOCK","Kildare","","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2016","30 DUN NA RIOGH AVE, NAAS, KILDARE","Kildare","","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2016","87 CASTLEDAWSON, MAYNOOTH, KILDARE","Kildare","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2016","1 WILLOW SQ, PRIMROSE GATE, CELBRIDGE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2016","20 Hollywood Park, Naas, County Kildare","Kildare","","€363,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2016","42 The Drive, Earls Court, Kill","Kildare","","€292,500.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/01/2016","90 Embassy Manor, Kill","Kildare","","€133,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","11 AYLMER DR, COURTOWN PARK, KILCOCK","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","1673 PAIRC MHUIRE, NEWBRIDGE, KILDARE","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","2 CASTLETOWN COURT, CELBRIDGE, KILDARE","Kildare","","€384,692.50","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","2 St. John's Park South, Johnstown, Naas","Kildare","","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","219 Beechpark, LEIXLIP","Kildare","","€251,101.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/01/2016","28 THE DRIVE, STRAFFAN WOOD, MAYNOOTH","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","33 Kerdiff Park, Naas","Kildare","","€262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","40 Kilmalum Avednue, Blessington","Kildare","","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","65 BRAYTON PARK, KILCOCK, KILDARE","Kildare","","€237,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","915 LADYCASTLE AVE, THE K CLUB, STRAFFAN","Kildare","","€682,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2016","OBELISK COTTAGE, OBELISK LANE, BARROGSTOWN","Kildare","","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","2 DUN NA R, CONEYBORO, CARLOW RD","Kildare","","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","3 THE PADDOCKS, MAYNOOTH, KILDARE","Kildare","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","32 UPPER ST JOSEPHS TERRACE, ATHY, KILDARE","Kildare","","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2016","Apartment 1  Block F, The Hawthorns, Newbridge","Kildare","","€105,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"18/01/2016","APT 14 BLOCK 1 ARD AOIBHINN, CRADDOCKSTOWN ROAD, NAAS","Kildare","","€136,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2016","13 The Grove, Sallins Park, Sallins Road Naas","Kildare","","€228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2016","65 COLLEGE PARK, NEWBRIDGE, KILDARE","Kildare","","€166,666.66","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2016","78 WOODLAWN, ALLENWOOD, CO KILDARE","Kildare","","€232,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2016","114 ESMONDALE, NAAS, KILDARE","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2016","115 ESMONDALE, NAAS, KILDARE","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2016","218 Beechpark Phase 2, Leixlip","Kildare","","€285,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/01/2016","38 ORNAMENTAL GARDENS, OLDTOWN DEMESNE, NAAS","Kildare","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2016","54 THE CRESCENT, CURRAGH GRANGE, GREEN RD","Kildare","","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2016","69 ALEXANDRA WALK, ABBEYLANDS, CLANE","Kildare","","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2016","71 GRIFFIN RATH HALL, MAYNOOTH, KILDARE","Kildare","","€230,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"20/01/2016","CONNOLLY COTTAGE, DIGBY BRIDGE, NAAS","Kildare","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2016","17 THE LAWNS, COLLEGE WOOD PARK, CLANE","Kildare","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2016","26 KERDIFF AVE, NAAS, KILDARE","Kildare","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2016","30 The Drive, Pipers Hill, Killashee  Naas","Kildare","","€345,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/01/2016","896 PIERCETOWN, NEWBRIDGE, KILDARE","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","1 ELSCOURT, THE SQUARE, MAYNOOTH","Kildare","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","1 Francis Street, Newbridge","Kildare","","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","1 POWEL COURT, NEWBRIDGE, KILDARE","Kildare","","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","1 THE CLOSE, EARLS COURT, KILL","Kildare","","€377,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","122 BROOKLANDS, CLANE, KILDARE","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","15 ESMONDE AVENUE, BALLINAGAPPA ROAD, CLANE","Kildare","","€321,585.90","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/01/2016","16 Willouise, Sherlockstown Road, Sallins","Kildare","","€264,500.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/01/2016","65 LANGTON PARK, NEWBRIDGE, KILDARE","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","APT 3 BLOCK 4, COLLEGE FARM RISE, NEWBRIDGE","Kildare","","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2016","CLONEY, ATHY, CO KILDARE","Kildare","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2016","1112 COARSEMOOR, STRAFFAN, MOORE","Kildare","","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2016","229 Beech Park, Leixlip","Kildare","","€286,343.61","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/01/2016","461A GREENLANE, LEIXLIP, KILDARE","Kildare","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2016","AVONDALE HOUSE, BLACKDITCH, NURNEY","Kildare","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2016","38  DOOLEYS TERRACE, ATHY, CO KILDARE","Kildare","","€38,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2016","63 THE LAWN, ABBEYLANDS, CLANE","Kildare","","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2016","BARRADERRA, MONASTEREVIN, KILDARE","Kildare","","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2016","BROWNSTOWN ROAD, CURRAGH, CO KILDARE","Kildare","","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2016","15 Primrose Village, Celbridge","Kildare","","€330,396.47","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2016","2339 ST BRIGIDS PARK, BALLYMORE EUSTACE, NAAS","Kildare","","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2016","31 ACORN DOWNS, NEWBRIDGE, KILDARE","Kildare","","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2016","54 RINAWADE VALE, LEIXLIP, KILDARE","Kildare","","€317,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2016","82 CASTLEDAWSON, MAYNOOTH, KILDARE","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2016","9 THE COURT, SALLINS PARK, SALLINS","Kildare","","€192,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2016","GRANGECLAIRE, KILMEAGUE, NAAS","Kildare","","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2016","NO 7 SAWGRASS, THE HERITAGE, KILLENARD  PORTARLINGTON","Kildare","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2016","18 STEPHENSTOWN COURT, TWO MILE HOUSE, NAAS","Kildare","","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2016","49 CELBRIDGE ABBEY, CELBRIDGE, KILDARE","Kildare","","€295,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/01/2016","66 HARTWELL GREEN, KILL, CO. KILDARE","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2016","SHORTWOOD HOUSE, DAARS, SALLINS","Kildare","","€785,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","10 Racecourse Gate, Dublin Road, Naas","Kildare","","€400,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"29/01/2016","195 OLDBRIDGE STATION, OSBERSTOWN, NAAS","Kildare","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","2 CHESTNUT GROVE, MAYNOOTH RD, CELBRIDGE","Kildare","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","36 ALDER GROVE, OLDTOWN DENESNE, SALLINS RD  NAAS","Kildare","","€326,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","44 THE PARK, WOLSTAN HAVEN, CELBRIDGE","Kildare","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","46 The Way, Craddockstown Park, Naas","Kildare","","€282,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","5 CHELMSFORD, CELBRIDGE, KILDARE","Kildare","","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","70 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE","Kildare","","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","75 GRIFFIN RATH HALL, MAYNOOTH, KILDARE","Kildare","","€240,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/01/2016","GORT NA GREINE, NAAS, KILDARE","Kildare","","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2016","42 ABBEYFIELD, KILCOCK, KILDARE","Kildare","","€244,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2016","8 CASTLEKEEP HOUSE, LYREEN MANOR, MAYNOOTH","Kildare","","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2016","45 LAURELWOOD, NAAS RD, KILCULLEN","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2016","48 ELTON COURT, LEIXLIP, KILDARE","Kildare","","€220,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2016","68 MOUNT CARMEL, NEWBRIDGE, CO KILDARE","Kildare","","€124,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2016","89 RATHSTEWART CRESCENT, ATHY, KILDARE","Kildare","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2016","BLUETOWN, ALLENWOOD NORTH, NAAS","Kildare","","€243,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","121 THE WALLED GARDENS, CELBRIDGE, KILDARE","Kildare","","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","15 CASTLE VILLAGE DR, CELBRIDGE, KILDARE","Kildare","","€135,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","26 THE AVENUE, CASTLETOWN, CELBRIDGE","Kildare","","€346,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","34 OLDBRIDGE AVE, NAAS, KILDARE","Kildare","","€185,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","352 BONAGHMORE, RATHANGAN, COUNTY KILDARE","Kildare","","€135,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","72 THE WOODLANDS, CASTLETOWN, CELBRIDGE","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","ASHBROOK, LOGSTOWN, KILCULLEN","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","CASTLEMITCHELL SOUTH, ATHY, KILDARE","Kildare","","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2016","NEWTOWN, NURNEY, KILDARE","Kildare","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2016","10 BELFRY COURT, KILDARE, KILDARE","Kildare","","€93,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2016","145A RATHCURRAGH, NEWBRIDGE, KILDARE","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2016","25 Sli Na Riogh, Naas","Kildare","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2016","49 CALLENDERS MILL, CELBRIDGE, KILDARE","Kildare","","€267,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/02/2016","5 Moore Abbey Court, Monasterevin","Kildare","","€161,145.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/02/2016","55 CHAMBERS PARK, KILCOCK, CO KILDARE","Kildare","","€137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2016","6 WOODLANDS GROVE, COILL DUBH, NAAS","Kildare","","€198,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2016","No. 1 Kingscourt, Craddockstown, Naas","Kildare","","€270,925.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"03/02/2016","No.28 The Drive, Killashee, Naas","Kildare","","€303,964.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/02/2016","THE BUNGALOW, HAWKFIELD, NEWBRIDGE","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2016","109 ALEXANDRA WALK, CLANE, KILDARE","Kildare","","€267,000.00","No","No","Teach/Árasán Cónaithe Atháimhe",""
"04/02/2016","2080 MADDENSTOWN, THE CURRAGH, KILDARE","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2016","23 THE DOWNINGS, PROSPEROUS, NAAS","Kildare","","€207,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/02/2016","6 MILLBRIDGE AVE, NAAS, KILDARE","Kildare","","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","13 Ballymany Park, Newbridge","Kildare","","€211,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","13 SILKEN VALE, MAYNOOTH, KILDARE","Kildare","","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","14 CASTLE VILLAGE GREEN, CELBRIDGE, KILDARE","Kildare","","€292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","17 CASTLE VILLAGE CRESCENT, CELBRIDGE, KILDARE","Kildare","","€249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","19 Ornamenta Gardens, Oldtown Demesne, Naas","Kildare","","€220,300.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/02/2016","2 ANNSBORO VIEW, RATHANGAN, KILDARE","Kildare","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","2 Racecourse Gate, Dublin Road, Naas","Kildare","","€346,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/02/2016","201 THE GROVE, CELBRIDGE","Kildare","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","21 ROCKFIELD GROVE, MAYNOOTH, KILDARE","Kildare","","€352,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","99 Kingsbry, Maynooth","Kildare","","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","APT 10 THE GLEBE, TOGHER ROAD, MONASTEREVIN","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","APT 11 THE GLEBE, TOGHER RD, MONASTEREVIN","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","APT 12 THE GLEBE, TOGHER RD, MONASTEREVIN","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","APT 2 THE GLEBE, TOGHER RD, MONASTEREVIN","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","APT 3 THE GLEBE, TOGHER RD, MONASTEREVIN","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","APT 4 THE GLEBE, TOGHER RD, MONASTEREVIN","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","APT 9 THE GLEBE, TOGHER RD, MONASTEREVIN","Kildare","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","MOORES WELL, SUNCROFT, CURRAGH","Kildare","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","THE BUNGALOWS, DARA COURT, CELBRIDGE","Kildare","","€324,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2016","THE COTTAGE, GILBINSTOWN, DUNLAVIN","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2016","16 THE RISE, MOYGLARE HALL, MAYNOOTH","Kildare","","€300,562.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2016","215 THE GROVE, CELBRIDGE, KILDARE","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2016","242 RIVER FOREST, LEIXLIP, KILDARE","Kildare","","€210,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2016","2593 DARA PARK, NEWBRIDGE, KILDARE","Kildare","","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2016","3 Racecourse Gate, Naas","Kildare","","€452,526.55","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2016","91 BRANSWOOD, KILKENNY ROAD, ATHY","Kildare","","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2016","PIKE BRIDGE, MAYNOOTH, KILDARE","Kildare","","€570,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2016","23 SUNNYSIDE LAWNS, DUN BRINN, ATHY","Kildare","","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2016","24 Ferns Close, Ferns Bridge, Monasterevin","Kildare","","€107,489.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/02/2016","2420 CHURCH VIEW EST, SUNCROFT, THE CURRAGH","Kildare","","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2016","25 CAPELLA COURT, LANGTON RD, NEWBRIDGE","Kildare","","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2016","APT 5, THE ELMS, ABBEY WOOD","Kildare","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2016","No 11 Castlepark Grove, Castlepark Dunboyne Road, Maynooth","Kildare","","€437,004.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/02/2016","WATERGRANGE, REDHILLS, KILDARE","Kildare","","€276,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2016","1 ABBEY COURT, CLANE, KILDARE","Kildare","","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2016","16 THE GROVE, SIMMONSTOWN, CELBRIDGE","Kildare","","€262,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2016","26 Brookfield Avenue, Maynooth","Kildare","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2016","35 BRAYTON PARK, KILCOCK, KILDARE","Kildare","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2016","36 EASTON PARK, LEIXLIP, KILDARE","Kildare","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2016","38 Kilheale Avenue, Kilheale Manor, Kill","Kildare","","€259,912.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
