Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"14/01/2020","61 The Willows, Allenwood, Co. Kildare","Kildare","","€273,127.74","No","Yes","New Dwelling house /Apartment",""
"14/01/2020","BLACKWATER VIEW, DERRYCRIB, DONADEA","Kildare","","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2020","1204 ABBEYLANDS, CASTLEDERMOT, KILDARE","Kildare","","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2020","14 COLLEGE GREEN, MAYNOOTH, KILDARE","Kildare","","€279,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2020","1475 KILMEAD, ATHY, KILDARE","Kildare","","€136,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2020","170 Morristown Wood, The Paddocks, Station Road","Kildare","","€224,669.60","No","Yes","New Dwelling house /Apartment",""
"15/01/2020","26 Furness Wood, johnstown, kildare","Kildare","","€430,000.00","No","Yes","New Dwelling house /Apartment",""
"15/01/2020","3116 HILL VIEW, SALLINS, NAAS","Kildare","","€215,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/01/2020","33 HILLVIEW HEIGHTS, CLANE, CO KILDARE","Kildare","","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2020","4 Oak Park Place, Craddockstown, Naas","Kildare","","€286,343.60","No","Yes","New Dwelling house /Apartment",""
"15/01/2020","6 lyreen avenue, mariavilla, maynooth","Kildare","","€339,207.05","No","Yes","New Dwelling house /Apartment",""
"15/01/2020","ARLEY LODGE, BROWNSTOWN RD, THE CURRAGH","Kildare","","€185,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2020","1 Abbey Farm Demesne, Celbridge, Co Kildare","Kildare","","€493,392.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2020","1005 COW PASTURE, MONASTEREVAN, KILDARE","Kildare","","€136,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2020","118 CONEY MEADOWS, CONEYBORO, ATHY","Kildare","","€133,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2020","12 BOTHAR BUI, ATHY, CO KILDARE","Kildare","","€75,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2020","29 PRIORY WAY, ST RAPHAELS MANOR, CELBRIDGE","Kildare","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2020","37 THE WOODLANDS, CASTLETOWN, CELBRIDGE","Kildare","","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2020","72 The Bailey, Castle Farm, Jigginstown","Kildare","","€330,395.00","No","Yes","New Dwelling house /Apartment",""
"17/01/2020","20 GLEBE COURT, RATHANGAN, KILDARE","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","4 THE DRIVE, COLLEGE FARM, NEWBRIDGE","Kildare","","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","5 ROS GLAS AVE, MONASTEREVEN, CO KILDARE","Kildare","","€219,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","9 STRAFFAN COURT, STRAFFAN WOOD, MAYNOOTH","Kildare","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","92 CASTLETOWN, LEIXLIP, CO KILDARE","Kildare","","€357,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","CASTLEROE, MAGANEY, ATHY","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","FERNBROOK HOUSE, HAWKFIELD, NEWBRIDGE","Kildare","","€507,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","GOULYDUFF, ATHY, KILDARE","Kildare","","€205,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","KILMACREDOCK, MAYNOOTH, KILDARE","Kildare","","€459,563.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2020","Unit 13 Oak Park Avenue, Oak Park, Craddockstown","Kildare","","€286,343.61","No","Yes","New Dwelling house /Apartment",""
"20/01/2020","1 STRAFFAN LAWN, STRAFFAN WOOD, MAYNOOTH","Kildare","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2020","17 Lyreen Close, Mariavilla, Maynooth","Kildare","","€471,365.62","No","Yes","New Dwelling house /Apartment",""
"20/01/2020","17 SARTO PARK, NAAS, CO KILDARE","Kildare","","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2020","19 BARROW WAY, ATHY, KILDARE","Kildare","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2020","29B BELL HARBOUR, MONASTEREVIN, CO KILDARE","Kildare","","€142,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2020","49 SPENCER COURT, RATHANGAN, KILDARE","Kildare","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2020","61 Mill Gate, Millerstown, Kilcock","Kildare","","€290,748.00","No","Yes","New Dwelling house /Apartment",""
"20/01/2020","87 RUANBEG CRESCENT, RUANBEG MANOR, KILDARE TOWN","Kildare","","€258,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2020","12 CASTLE VILLAGE AVE, CELBRIDGE, KILDARE","Kildare","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2020","14 CLONWOOD HEIGHTS, CLANE, CO KILDARE","Kildare","","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2020","2 Lyreen Avenue, Mariavilla, Maynooth","Kildare","","€343,612.00","No","Yes","New Dwelling house /Apartment",""
"21/01/2020","4 WOODVIEW, MONASTEREVAN, KILDARE","Kildare","","€152,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"21/01/2020","46 OCONNELL WEIR, NEWBRIDGE, KILDARE","Kildare","","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"21/01/2020","CHURCH HOUSE, CHURCH ROAD, CELBRIDGE","Kildare","","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2020","101 The Avenue, Earls Court, Kill","Kildare","","€462,555.00","No","Yes","New Dwelling house /Apartment",""
"22/01/2020","111 LEIXLIP PARK, LEIXLIP, KILDARE","Kildare","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2020","12 THE STABLE YARD, OLDTOWN DEMESNE, NAAS","Kildare","","€302,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2020","17 THE WALK, CNOC NA GREINE, KILCULLEN","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2020","2 MOLLYWARES COURT, KILCOCK, KILDARE","Kildare","","€164,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2020","236 BEECHPARK, LEIXLIP, KILDARE","Kildare","","€369,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2020","98 ROSEBERRY HILL, NEWBRIDGE, KILDARE","Kildare","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2020","Unit 203 Morristown Wood, Station Road, Newbridge","Kildare","","€277,000.00","No","Yes","New Dwelling house /Apartment",""
"23/01/2020","116 Brocan Wood, Monasterevin, Co Kildare","Kildare","","€247,533.04","No","Yes","New Dwelling house /Apartment",""
"23/01/2020","173 THE WALLED GARDENS, CELBRIDGE, KILDARE","Kildare","","€282,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","2 RUAN BEG WAY, RUANBEG DUBLIN RD, KILDARE","Kildare","","€170,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","22 LAURELWOOD, KILCULLEN, KILDARE","Kildare","","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","23 The Bailey, Castle Farm, Naas","Kildare","","€303,964.75","No","Yes","New Dwelling house /Apartment",""
"23/01/2020","2611 DARA PARK, NEWBRIDGE, KILDARE","Kildare","","€179,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","48 RYEBRIDGE LAWNS, THE RYEBRIDGE, KILCOCK","Kildare","","€178,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","656 RIVER FOREST, LEIXLIP, KILDARE","Kildare","","€262,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","71 VANESSA LAWNS, CELBRIDGE, CO KILDARE","Kildare","","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","74 BRAYTON PARK, KILCOCK, CO KILDARE","Kildare","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","KNOCKAVILLA LODGE, POLLARDSTOWN, THE CURRAGH","Kildare","","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2020","UNIT 829 - GROUND FLOOR, BLOCK C - LADYCASTLE, STRAFFAN","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","107 OLD CARAGH COURT, NAAS, KILDARE","Kildare","","€258,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","13 KERDIFF COURT, NAAS, KILDARE","Kildare","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","15 Abbottfield, Ballinagappa Road, Clane","Kildare","","€286,343.61","No","Yes","New Dwelling house /Apartment",""
"24/01/2020","152 OUGHTERANY VILLAGE, KILCOCK, KILDARE","Kildare","","€259,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","2 Oak Park Green, Oak Park, Naas","Kildare","","€286,343.00","No","Yes","New Dwelling house /Apartment",""
"24/01/2020","211 BAYBUSH, STRAFFAN, CO KILDARE","Kildare","","€154,084.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","31 SIMMONSTOWN MANOR, CELBRIDGE, KILDARE","Kildare","","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","45 THE DRIVE, HAZELHATCH PARK, CELBRIDGE","Kildare","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","5 The Grove, Elsmore, Jigginstown","Kildare","","€308,326.00","No","Yes","New Dwelling house /Apartment",""
"24/01/2020","5 WILLOW PARK, PRIMROSE GATE, CELBRIDGE","Kildare","","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","61 THE CLOSE, CURRAGH GRANGE, GREEN RD","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","7 The View, St. Marys Park, Leixlip","Kildare","","€440,387.50","No","Yes","New Dwelling house /Apartment",""
"24/01/2020","8 SUNNYHILL, CASTLEMARTIN LODGE, KILCULLEN","Kildare","","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","8 THE COURTYARD, ST RAPHAELS MANOR, CELBRIDGE","Kildare","","€231,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","89 AUGHMORE, KILCOCK ROAD, CLANE","Kildare","","€330,396.48","No","Yes","New Dwelling house /Apartment",""
"24/01/2020","9 OLDTOWN GARDENS, NAAS, KILDARE","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","BARONRATH, STRAFFAN, CO. KILDARE","Kildare","","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2020","NO 11 ROS GLAS AVENUE, MONASTEREVAN, CO KILDARE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","20 Oak Park View, Oak Park, Craddockstown","Kildare","","€279,735.68","No","Yes","New Dwelling house /Apartment",""
"27/01/2020","20 UPPER ST JOSEPH TERRACE, ATHY, KILDARE","Kildare","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","26 LEINSTER WOOD, CARTON DEMESNE, MAYNOOTH","Kildare","","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","33 COLLEGE FARM WOODS, COLLEGE FARM, NEWBRIDGE","Kildare","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","8 HAWTHORN CLOSE, NEWBRIDGE, KILDARE","Kildare","","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","CHAPEL VIEW, GORMANSTOWN, KILCULLEN","Kildare","","€925,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","CLAREY LODGE, BALKINSTOWN, NURNEY","Kildare","","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","KILEEN LODGE, KILEEN WEST, KILDANGAN","Kildare","","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2020","No. 4 Abbey Farm Demesne, Celbridge, County Kildare","Kildare","","€458,726.87","No","Yes","New Dwelling house /Apartment",""
"27/01/2020","THE WILLOWS, CLONEGATH, MONASTEREVIN","Kildare","","€624,229.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2020","1 RIVER FOREST VIEW, LEIXLIP, FOREST VIEW","Kildare","","€372,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2020","12 MOORE AVE, NEWBRIDGE, KILDARE","Kildare","","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2020","18 COLLEGE FARM HEIGHTS, NEWBRIDGE, KILDARE","Kildare","","€199,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2020","3 MCDONNELL DR, ATHY, KILDARE","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2020","48 OAKGLADE HALL, CRADDOCKSTOWN RD, NAAS","Kildare","","€211,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2020","712 RYDER CUP VILLAGE, THE K CLUB, STRAFFAN","Kildare","","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2020","CHURCH AVE, CHURCH RD, ATHY","Kildare","","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2020","1 BEAUFIELD GROVE, MAYNOOTH, KILDARE","Kildare","","€367,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2020","13 BEATTY PARK, CELBRIDGE, CO KILDARE","Kildare","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2020","136 ROYAL MEADOWS, KILCOCK, KILDARE","Kildare","","€319,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2020","179 LOUGHBOLLARD, THE ORCHARD, CLANE","Kildare","","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2020","31 The Riverside, Ryebridge, Kilcock","Kildare","","€286,343.60","No","Yes","New Dwelling house /Apartment",""
"29/01/2020","APARTMENT 2 BLOCK 3, JAMESWELL COURT, NEWBRIDGE","Kildare","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2020","CENTURY COTTAGE, MULLACASH SOUTH, NAAS","Kildare","","€328,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2020","HORTLAND, DONADEA, NAAS","Kildare","","€352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2020","17 WENTWORTH PLACE, NAAS, KILDARE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2020","23 PAIRC BHRIDE, ATHY, KILDARE","Kildare","","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2020","30 MARINA COURT, ATHY, KILDARE","Kildare","","€116,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2020","5 COLLEGE FARM HEIGHTS, NEWBRIDGE, KILDARE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2020","64 The Willows, Allenwood, Naas","Kildare","","€251,101.32","No","Yes","New Dwelling house /Apartment",""
"30/01/2020","66 HOPKINS HAVEN HONASTEREVIN, KILDARE","Kildare","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2020","THE LODGE, BRACKNAGH ROAD, CO KILDARE","Kildare","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","1 ROBERT ST, NEWBRIDGE, KILDARE","Kildare","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","11 The Arches  Castle Farm, Jigginstown, Naas","Kildare","","€299,568.28","No","Yes","New Dwelling house /Apartment",""
"31/01/2020","12 The Arches  Castle Farm, Jigginstown, Naas","Kildare","","€299,568.28","No","Yes","New Dwelling house /Apartment",""
"31/01/2020","18 JOHNSTOWN GARDENS, JOHNSTOWN, NAAS","Kildare","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","199 CHAMBERS PARK, KILCOCK, KILDARE","Kildare","","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","2 ROBERT ST, NEWBRIDGE, KILDARE","Kildare","","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","27 Eascanrath Brook, Suncroft, The Curragh","Kildare","","€356,828.19","No","Yes","New Dwelling house /Apartment",""
"31/01/2020","29 BEECHGROVE, KILDARE TOWN, CO KILDARE","Kildare","","€298,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","5 The Arches  Castle Farm, Jigginstown, Naas","Kildare","","€303,973.57","No","Yes","New Dwelling house /Apartment",""
"31/01/2020","57 NEWBERRY, CASTLEMARTIN LODGE, KILCULLEN","Kildare","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","58 BARRETSTOWN LAWNS, NEWBRIDGE, CO KILDARE","Kildare","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","7 The Arches  Castle Farm, Jigginstown, Naas","Kildare","","€303,973.57","No","Yes","New Dwelling house /Apartment",""
"31/01/2020","9 CAPELLA, NEWBRIDGE, KILDARE","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","9 RINAWADE GREEN, LEIXLIP, KILDARE","Kildare","","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","92 Longstone, Blessington Road, Naas","Kildare","","€343,610.00","No","Yes","New Dwelling house /Apartment",""
"31/01/2020","Abbey Street, Naas","Kildare","","€225,000.00","Yes","Yes","New Dwelling house /Apartment",""
"31/01/2020","APT 748, RYDER CUP VILLAGE, K CLUB","Kildare","","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","DOLLARDSTOWN, ATHY, KILDARE","Kildare","","€573,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2020","NEWTOWN, RATHANGAN, CPUNTY KILDARE","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2020","16 GLEANN NA RIOGH DR, NAAS, KILDARE","Kildare","","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2020","27 CURRAGH FINN, KILDARE, KILDARE","Kildare","","€233,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2020","376 JAMES LANE, NEWBRIDGE, KILDARE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2020","377JAMES LANE, NEWBRIDGE, KILDARE","Kildare","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2020","790 ROWAN VILLAS, KILDARE, KILDARE","Kildare","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2020","DERRYOUGHTER EAST, ATHY RD, KILDANGAN","Kildare","","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2020","NO. 1 ASH ROAD, CONNELL  DRIVE, NEWBRIDGE","Kildare","","€277,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2020","3 The Bailey, Castlefarm, Jigginstown","Kildare","","€321,585.00","No","Yes","New Dwelling house /Apartment",""
"04/02/2020","33 PRIORY LODGE, ST RAPHAELS MANOR, CELBRIDGE","Kildare","","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2020","8 SEVEN SPRINGS, STANDHOUSE RD, NEWBRIDGE","Kildare","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2020","89 ELTON COURT, LEIXLIP, KILDARE","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
