Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"30/01/2019","4 MAPLE RD, CONNELL DR, NEWBRIDGE","Kildare","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2019","40 RATHBRIDE ABBEY, KILDARE, KILDARE","Kildare","","€338,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2019","58 BELL HARBOUR, MONASTEREVIN, KILDARE","Kildare","","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/01/2019","6 EMERSON COURT, PROSPEROUS, KILDARE","Kildare","","€269,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2019","65 PRIORY LODGE, ST RAPHAELS MANOR, CELBRIDGE","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2019","7 CASTLEWOOD, KILKEA, CASTLEDERMOT","Kildare","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2019","APT 70B, THE LAWN, ABBEYLANDS","Kildare","","€159,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2019","COURTOWN ROAD, KILCOCK, CO KILDARE","Kildare","","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","20 OLD CHAPEL WOOD, CARAGH, NAAS","Kildare","","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","24 Kilheale Meadows, Kilheale Manor, Kill","Kildare","","€259,912.00","No","Yes","New Dwelling house /Apartment",""
"31/01/2019","43 THE CLOSE, STRAFFAN WOOD, MAYNOOTH","Kildare","","€213,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","56 The Green, Elsmore, Jgginstown","Kildare","","€330,352.43","No","Yes","New Dwelling house /Apartment",""
"31/01/2019","58 OATFIELD PARK, CLANE, KILDARE","Kildare","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","7 DERBY LODGE, BROWNSTOWN, CURRAGH","Kildare","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","9 COLLEGE GREEN, MAYNOOTH, KILDARE","Kildare","","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","CLONAGH, MAYNOOTH, KILDARE","Kildare","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","MILLICENT RD, CLANE, KILDARE","Kildare","","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","NO. 36, THE STABLES, NEWTOWN","Kildare","","€288,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2019","PRIMROSE COTTAGE, SHEANE, RATHANGAW","Kildare","","€226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","11 THE AVENUE, LOUISA VALLEY, LEIXLIP","Kildare","","€509,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","117 LEIXLIP PARK, LEIXLIP, KILDARE","Kildare","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","2 CONEY WALK, CONEYBORO, ATHY","Kildare","","€85,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","23 FAIR GREEN, KILDARE TOWN, CO KILDARE","Kildare","","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","47 Brocan Wood, Cowpasture, Monasterevin","Kildare","","€216,311.75","No","Yes","New Dwelling house /Apartment",""
"01/02/2019","52 RUANBEG AVE, RUANBEG MANOR, KILDARE","Kildare","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","7 PRIMROSE CLOSE, PRIMROSE GARDENS, NAAS","Kildare","","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","7 RIVER LAWNS, KILL, CO KILDARE","Kildare","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","HEATHWOOD, COOLREE, ROBERTSTOWN","Kildare","","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","TOWER VIEW, MILLTOWN, NEWBRIDGE","Kildare","","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2019","WOODSTREAM, FIRMOUNT CROSS, CLANE","Kildare","","€678,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","1 Oaktreet Lawn, Cunnaberry Hill, Tully Road","Kildare","","€281,938.32","No","Yes","New Dwelling house /Apartment",""
"04/02/2019","31 ST DOMINICS PARK, ATHY, KILDARE","Kildare","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","35 RATHBRIDE CLOSE, KILDARE, KILDARE","Kildare","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","381 KILLEIGHTER, KILCOCK, COUNTY KILDARE","Kildare","","€266,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","5 Oldbridge Park, Osberstown, Co. Kildare","Kildare","","€345,000.00","No","Yes","New Dwelling house /Apartment",""
"04/02/2019","60 POMEROY PARK, RATHANGAN, KILDARE","Kildare","","€167,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","774 ST PATRICKS PARK, CELBRIDGE, KILDARE","Kildare","","€209,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","782 ST PATRICKS PARK, CELBRIDGE, KILDARE","Kildare","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","89 GRIFFIN RATH HALL, MAYNOOTH, KILDARE","Kildare","","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","COOLAGH, KILMEAGUE, NAAS","Kildare","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2019","PRIMROSE LODGE, NEWTOWN EADESTOWN, NAAS","Kildare","","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","10 BEECHMOUNT, GREEN RD, NEWBRIDGE","Kildare","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","10 THE GROVE, WESTFIELD, LEIXLIP","Kildare","","€352,422.90","No","Yes","New Dwelling house /Apartment",""
"05/02/2019","126 MONREAD HEIGHTS, NAAS, COUNTY KILDARE","Kildare","","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","191 CHAMBERS PARK, KILCOCK, KILDARE","Kildare","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","2 GINGERSTOWN PARK, CARAGH, KILDARE","Kildare","","€341,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","2 MOYGLARE APTS, MOYGLARE RD, MAYNOOTH","Kildare","","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","4 MOYGLARE APTS, MOYGLARE RD, MAYNOOTH","Kildare","","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","53 Temple Mills, Rathangan","Kildare","","€211,409.00","No","Yes","New Dwelling house /Apartment",""
"05/02/2019","6 THE DEANERY, CELBRIDGE, CO KILDARE","Kildare","","€198,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","63 RATHCURRAGH, GREEN RD, NEWBRIDGE","Kildare","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","7 CONEY PARK, CONEYBORO, ATHY","Kildare","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","7 MOYGLARE APTS, MOYGLARE RD, MAYNOOTH","Kildare","","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","CASTLEKEALY HOUSE, CASTLEKEALY, NAAS","Kildare","","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2019","CORDUFF, COILL DUBH, NAAS","Kildare","","€274,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","10 PRIMROSE LANE, PRIMROSE GARDEN, NAAS","Kildare","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","104 CARTON COURT, MAYNOOTH, KILDARE","Kildare","","€326,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","189 MONREAD HEIGHTS, NAAS, CO KILDARE","Kildare","","€244,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","24 The Avenue, Westfield, Leixlip","Kildare","","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"06/02/2019","421 MORELL CRESCENT, MORELL PARK, KILDARE","Kildare","","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","47 WELLESLEY MANOR, GREAT CONNELL NEWBRIDGE, KILDARE","Kildare","","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","5 BALLYMANY MANOR, NEWBRIDGE, KILDARE","Kildare","","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","57 BELL HARBOUR MONASTEREVIN, MONASTEREVIN, KILDARE","Kildare","","€122,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","64 COILL DUBH, NAAS, KILDARE","Kildare","","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2019","95 Brocan Wood, Cowpasture","Kildare","","€228,766.00","No","Yes","New Dwelling house /Apartment",""
"06/02/2019","FEIGHCULLEN, RATHANGAN, KILDARE","Kildare","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2019","10 RHEBAN AVE, RHEBAN MANOR, ATHY","Kildare","","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2019","173 OLDBRIDGE STATION, OSBERSTOWN, NAAS","Kildare","","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2019","19, the Canalside, athy","Kildare","","€60,000.00","No","Yes","New Dwelling house /Apartment",""
"07/02/2019","20 Kilheale Meadows, Kilheale Manor, Kill","Kildare","","€277,534.00","No","Yes","New Dwelling house /Apartment",""
"07/02/2019","31 ROCKFIELD PARK, ROCKFIELD, MAYNOOTH","Kildare","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
